"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,NJ,08314, 20 ,"$2,210,300","$59,171", 47 , 372 ,"$32,666,400","$577,080"," 2,511 ",,,
2030,NCAH,NJ,08070, 664 ,"$117,343,979","$4,298,020"," 1,502 "," 6,043 ","$1,152,444,787","$37,406,180"," 13,059 ",,,
2030,NCAH,NJ,08221, 2 ,"$2,103,900","$73,400", 5 ," 3,096 ","$1,051,880,300","$31,750,184"," 7,092 ",,,
2030,NCAH,NJ,07601, 11 ,"$2,385,000","$76,454", 24 ," 10,042 ","$6,371,347,300","$172,701,628"," 43,010 ",,,
2030,NCAH,NJ,07737, 4 ,"$1,421,800","$31,919", 11 ," 1,658 ","$560,997,700","$11,167,915"," 4,264 ",,,
2030,NCAH,NJ,08008," 2,334 ","$1,588,656,800","$15,975,461", 910 ," 17,920 ","$14,380,958,592","$140,841,008"," 6,975 ",,,
2030,NCAH,NJ,08016, 28 ,"$4,401,400","$154,679", 72 ," 12,543 ","$3,897,117,745","$94,888,593"," 33,540 ",,,
2030,NCAH,NJ,07753, 7 ,"$1,066,600","$25,570", 15 ," 13,312 ","$5,178,490,200","$100,280,823"," 37,554 ",,,
2030,NCAH,NJ,07719, 4 ,"$3,790,300","$70,537", 8 ," 10,001 ","$5,285,999,890","$77,891,312"," 21,538 ",,,
2030,NCAH,NJ,08724, 25 ,"$15,501,400","$339,136", 58 ," 17,824 ","$5,158,910,547","$107,861,440"," 42,352 ",,,
2030,NCAH,NJ,08757, 1 ,"$180,600","$5,046", 2 ," 19,615 ","$2,784,933,000","$59,149,728"," 33,217 ",,,
2030,NCAH,NJ,08316, 2 ,"$211,000","$5,627", 5 , 112 ,"$17,366,700","$444,812", 400 ,,,
2030,NCAH,NJ,08758, 88 ,"$27,273,700","$515,193", 172 ," 4,810 ","$1,213,952,700","$21,689,481"," 7,043 ",,,
2030,NCAH,NJ,08232, 123 ,"$16,729,500","$553,553", 344 ," 6,701 ","$1,026,933,500","$35,101,430"," 19,292 ",,,
2030,NCAH,NJ,08202, 398 ,"$351,414,700","$2,076,235", 102 ," 5,975 ","$7,768,285,900","$42,991,833"," 1,444 ",,,
2030,NCAH,NJ,07740, 26 ,"$9,850,300","$195,258", 56 ," 10,055 ","$5,327,789,100","$91,094,178"," 31,038 ",,,
2030,NCAH,NJ,08751, 262 ,"$113,503,800","$2,507,229", 191 ," 4,942 ","$1,594,781,300","$33,359,369"," 4,212 ",,,
2030,NCAH,NJ,08234, 91 ,"$17,636,800","$532,822", 244 ," 19,178 ","$4,245,735,515","$116,594,710"," 42,532 ",,,
2030,NCAH,NJ,08086, 6 ,"$1,144,200","$34,024", 13 ," 3,078 ","$992,968,500","$26,205,266"," 7,699 ",,,
2030,NCAH,NJ,08092, 201 ,"$42,554,900","$1,018,317", 470 ," 2,423 ","$577,505,100","$11,110,735"," 3,673 ",,,
2030,NCAH,NJ,08051, 10 ,"$1,013,100","$31,130", 23 ," 4,167 ","$837,053,300","$25,325,432"," 10,758 ",,,
2030,NCAH,NJ,07608, 9 ,"$7,162,300","$76,647", 22 , 115 ,"$810,750,000","$4,829,464", 67 ,,,
2030,NCAH,NJ,08067, 8 ,"$1,546,200","$36,776", 20 ," 1,262 ","$318,809,800","$5,387,494"," 1,635 ",,,
2030,NCAH,NY,10308, 13 ,"$5,295,000","$49,007", 33 ," 9,010 ","$4,277,620,913","$43,853,910"," 27,357 ",,,
2030,NCAH,NY,11955, 1 ,"$558,241","$10,830", 2 ," 1,186 ","$351,550,601","$5,605,700"," 3,285 ",,,
2030,NCAH,NY,11520, 535 ,"$157,150,635","$4,602,525"," 1,633 "," 10,643 ","$3,653,163,780","$101,758,181"," 43,341 ",,,
2030,NCAH,NY,11958, 1 ,"$1,388,889","$26,944", 1 , 631 ,"$450,873,345","$7,111,887", 635 ,,,
2030,NCAH,NY,11692, 29 ,"$9,673,000","$81,956", 74 ," 2,490 ","$1,403,253,569","$10,751,559"," 18,540 ",,,
2030,NCAH,NY,11096, 8 ,"$1,659,120","$37,846", 25 ," 1,856 ","$777,704,963","$21,550,604"," 8,344 ",,,
2030,NCAH,NY,11598, 93 ,"$40,850,100","$915,895", 279 ," 4,012 ","$2,096,355,488","$65,259,169"," 13,328 ",,,
2030,NCAH,NY,11957, 2 ,"$166,667","$3,233", 2 ," 1,124 ","$718,813,554","$11,479,562", 743 ,,,
2030,NCAH,NY,12401, 2 ,"$889,000","$18,192", 4 ," 14,958 ","$3,522,861,419","$44,990,931"," 35,040 ",,,
2030,NCAH,NY,12414, 1 ,"$224,098","$3,535", 2 ," 5,837 ","$1,299,447,345","$13,846,899"," 10,510 ",,,
2030,NCAH,NY,11414, 546 ,"$287,784,222","$2,365,035"," 1,258 "," 8,299 ","$4,084,659,907","$44,965,589"," 26,148 ",,,
2030,NCAH,NY,11721, 19 ,"$582,676","$11,304", 49 ," 2,639 ","$35,978,260","$697,942"," 6,292 ",,,
2030,NCAH,NY,10968, 28 ,"$11,631,466","$261,856", 52 ," 1,098 ","$473,551,857","$9,468,713"," 2,353 ",,,
2030,NCAH,NY,10701, 2 ,"$90,000","$1,575", 5 ," 9,495 ","$6,393,844,986","$57,324,635"," 63,393 ",,,
2030,NCAH,NY,12538, 1 ,"$55,200","$1,047", 2 ," 5,475 ","$2,441,239,103","$37,879,632"," 14,578 ",,,
2030,NCAH,NY,11934, 18 ,"$3,440,277","$66,739", 49 ," 3,089 ","$945,309,831","$15,140,514"," 7,263 ",,,
2030,NCAH,NY,11977, 5 ,"$27,092,344","$525,574", 7 ," 1,902 ","$5,029,959,725","$97,574,696"," 2,467 ",,,
2030,NCAH,NY,11960, 8 ,"$29,544,988","$573,154", 9 , 892 ,"$3,485,491,193","$67,613,765"," 1,084 ",,,
2030,NCAH,NY,11792, 6 ,"$1,618,009","$31,388", 16 ," 3,543 ","$1,436,088,816","$23,672,820"," 8,523 ",,,
2030,NCAH,NY,11976, 1 ,"$2,005,920","$38,914", 1 ," 2,875 ","$25,089,236,619","$486,693,628"," 1,565 ",,,
2030,NCAH,NY,11766, 6 ,"$2,859,888","$55,480", 17 ," 4,650 ","$1,698,273,202","$29,522,177"," 12,635 ",,,
2030,NCAH,NY,10801, 2 ,"$15,247,000","$266,876", 5 ," 7,341 ","$5,540,139,940","$55,743,332"," 40,827 ",,,
2030,NCAH,NY,11971, 4 ,"$1,805,557","$35,027", 6 ," 5,054 ","$2,831,593,476","$46,473,489"," 5,818 ",,,
2030,NCAH,NY,11935, 12 ,"$1,898,150","$36,823", 19 ," 2,698 ","$1,878,274,318","$30,843,401"," 3,304 ",,,
2030,NCAH,NY,06390, 1 ,"$1,157,407","$22,453", 0 , 660 ,"$964,419,691","$17,281,424", 236 ,,,
2030,NCAH,NY,11942, 3 ,"$35,042,621","$679,804", 5 ," 3,180 ","$6,874,907,526","$133,366,331"," 4,603 ",,,
2030,NCAH,NY,11795, 52 ,"$9,586,208","$185,966", 156 ," 8,575 ","$1,605,951,532","$31,153,854"," 26,030 ",,,
2030,NCAH,NY,11710, 190 ,"$65,267,616","$2,155,567", 541 ," 12,031 ","$4,507,352,587","$144,394,331"," 34,496 ",,,
2030,NCAH,NY,12453, 6 ,"$2,420,500","$49,531", 13 , 181 ,"$45,516,798","$879,111", 366 ,,,
2030,NCAH,NY,11726, 31 ,"$419,850","$8,145", 97 ," 5,639 ","$75,726,266","$1,573,794"," 19,857 ",,,
2030,NCAH,NY,11956, 4 ,"$3,111,111","$60,354", 5 , 304 ,"$180,438,419","$3,164,076", 349 ,,,
2030,NCAH,NY,11229, 2 ,"$1,008,000","$8,696", 5 ," 15,905 ","$9,834,220,023","$113,338,767"," 80,018 ",,,
2030,NCAH,NY,11560, 1 ,"$1,261,200","$29,622", 3 ," 2,575 ","$2,475,974,811","$48,378,768"," 6,464 ",,,
2030,NCAH,NY,11758, 215 ,"$88,413,654","$2,822,503", 614 ," 19,003 ","$7,634,677,832","$242,677,985"," 53,804 ",,,
2030,NCAH,NY,10306, 11 ,"$2,407,000","$22,153", 28 ," 18,637 ","$9,589,100,937","$94,179,696"," 55,909 ",,,
2030,NCAH,NY,10567, 1 ,"$6,263",$110, 3 ," 7,534 ","$132,367,348","$2,294,170"," 19,929 ",,,
2030,NCAH,NY,10473, 2 ,"$783,574",$332, 5 ," 6,027 ","$3,671,101,367","$42,402,976"," 58,519 ",,,
2030,NCAH,NY,11713, 4 ,"$2,258,240","$43,808", 11 ," 3,860 ","$1,094,745,592","$16,855,038"," 10,401 ",,,
2030,NCAH,NY,11751, 7 ,"$1,788,082","$34,688", 19 ," 4,584 ","$728,896,661","$14,139,866"," 14,961 ",,,
2030,NCAH,NY,12493, 1 ,"$1,000,000","$20,463", 2 , 226 ,"$80,276,721","$1,121,709", 495 ,,,
2030,NCAH,NY,11558, 213 ,"$70,098,708","$1,497,280", 557 ," 3,155 ","$1,048,990,882","$24,689,752"," 8,370 ",,,
2030,NCAH,NY,12477, 6 ,"$2,586,000","$52,917", 13 ," 9,643 ","$1,949,533,266","$32,492,902"," 18,787 ",,,
2030,NCAH,NY,12528, 2 ,"$155,900","$3,190", 5 ," 5,512 ","$1,526,537,095","$25,167,537"," 13,344 ",,,
2030,NCAH,NY,11691, 91 ,"$29,032,000","$211,790", 246 ," 7,313 ","$4,469,182,803","$52,507,335"," 60,035 ",,,
2030,NCAH,NY,11702, 269 ,"$4,005,328","$77,701", 664 ," 5,574 ","$95,251,294","$1,846,216"," 14,498 ",,,
2030,NCAH,NY,11704, 1 ,"$10,773",$209, 3 ," 12,187 ","$1,291,375,200","$48,879,696"," 40,222 ",,,
2030,NCAH,NY,11705, 5 ,"$1,096,803","$21,277", 14 ," 2,772 ","$488,683,583","$9,449,592"," 8,030 ",,,
2030,NCAH,NY,10538, 1 ,"$3,233,677","$56,601", 3 ," 5,461 ","$6,468,781,645","$101,735,673"," 16,597 ",,,
2030,NCAH,NY,11561, 40 ,"$17,986,480","$318,368", 78 ," 11,629 ","$5,572,714,988","$100,920,098"," 37,280 ",,,
2030,NCAH,NY,11566, 8 ,"$4,135,930","$125,501", 23 ," 12,360 ","$5,304,984,267","$162,696,725"," 35,321 ",,,
2030,NCAH,NY,11518, 124 ,"$32,902,280","$1,091,525", 300 ," 3,297 ","$1,175,957,958","$35,127,559"," 10,549 ",,,
2030,NCAH,NY,11951, 203 ,"$25,018,761","$485,348", 539 ," 6,805 ","$969,686,014","$16,982,665"," 13,680 ",,,
2030,NCAH,NY,11764, 1 ,"$307,692","$5,969", 3 ," 5,408 ","$1,794,715,269","$30,113,528"," 13,200 ",,,
2030,NCAH,NY,11783, 216 ,"$68,491,702","$2,315,867", 619 ," 7,488 ","$2,787,806,524","$85,065,207"," 21,288 ",,,
2030,NCAH,NY,10980, 166 ,"$619,918,095","$13,956,035", 443 ," 5,117 ","$2,698,051,546","$51,891,730"," 13,383 ",,,
2030,NCAH,NY,10464, 3 ,"$1,262,117","$14,704", 6 ," 1,835 ","$2,141,724,390","$12,545,152"," 4,534 ",,,
2030,NCAH,NY,10465, 11 ,"$6,309,000","$61,648", 26 ," 8,982 ","$5,237,764,972","$58,618,530"," 42,230 ",,,
2030,NCAH,NY,11422, 26 ,"$9,411,000","$66,551", 80 ," 7,078 ","$3,419,009,428","$35,364,672"," 30,425 ",,,
2030,NCAH,NY,11201, 44 ,"$13,046,034","$674,921", 76 ," 13,249 ","$18,617,935,201","$265,686,013"," 51,128 ",,,
2030,NCAH,NY,11235, 1 ,"$477,000","$4,825", 2 ," 15,624 ","$8,534,969,554","$127,695,123"," 79,132 ",,,
2030,NCAH,NY,11965, 1 ,"$2,121,000","$41,146", 1 , 728 ,"$898,681,703","$15,449,946", 534 ,,,
2030,NCAH,NY,11967, 13 ,"$2,590,663","$50,257", 40 ," 9,712 ","$2,164,416,922","$36,407,130"," 26,583 ",,,
2030,NCAH,NY,11780, 3 ,"$1,466,289","$28,445", 8 ," 6,499 ","$3,104,893,289","$52,938,880"," 15,524 ",,,
2030,NCAH,NY,11968, 36 ,"$217,419,102","$4,217,791", 43 ," 11,666 ","$70,328,949,382","$1,364,310,892"," 11,593 ",,,
2030,NCAH,NY,11930, 4 ,"$175,612","$3,407", 2 ," 2,550 ","$351,229,136","$6,813,494"," 1,343 ",,,
2030,NCAH,NY,11793, 24 ,"$9,944,980","$316,437", 70 ," 10,881 ","$4,223,122,456","$128,409,490"," 32,298 ",,,
2030,NCAH,NY,11770, 406 ,"$121,015,555","$2,347,624", 47 ," 1,130 ","$289,199,725","$5,549,196", 137 ,,,
2030,NCAH,NY,11715, 14 ,"$4,158,240","$80,667", 38 ," 1,885 ","$591,000,351","$9,729,799"," 4,752 ",,,
2030,NCAH,NY,11719, 14 ,"$4,981,315","$96,634", 34 ," 1,614 ","$735,883,223","$11,647,935"," 3,589 ",,,
2030,NCAH,NY,11933, 1 ,"$197,817","$3,838", 2 ," 3,815 ","$1,634,940,388","$16,731,346"," 6,844 ",,,
2030,NCAH,NY,11771, 1 ,"$344,000","$9,725", 2 ," 3,588 ","$3,586,380,032","$68,481,524"," 10,007 ",,,
2030,NCAH,NY,11978, 103 ,"$606,649,879","$11,768,618", 85 ," 4,439 ","$16,060,947,778","$311,566,326"," 3,255 ",,,
2030,NCAH,NY,11948, 1 ,"$245,566","$4,764", 2 , 843 ,"$467,285,627","$7,964,404"," 1,123 ",,,
2030,NCAH,NY,11944, 24 ,"$8,541,575","$165,701", 35 ," 2,704 ","$1,461,032,125","$18,447,375"," 4,299 ",,,
2030,NCAH,NY,11946, 23 ,"$60,860,695","$1,180,658", 39 ," 7,689 ","$13,095,794,787","$254,045,323"," 14,068 ",,,
2030,NCAH,NY,11733, 2 ,"$972,527","$18,866", 6 ," 7,110 ","$3,685,995,132","$57,332,571"," 18,949 ",,,
2030,NCAH,NY,11964, 7 ,"$5,716,700","$110,900", 7 ," 2,858 ","$2,757,991,635","$46,437,019"," 1,858 ",,,
2030,NCAH,NY,11581, 8 ,"$2,792,800","$97,875", 23 ," 6,292 ","$2,634,946,301","$78,684,456"," 20,844 ",,,
2030,NCAH,NY,10960, 50 ,"$5,722,164","$128,821", 107 ," 4,448 ","$1,827,058,569","$31,287,982"," 15,093 ",,,
2030,NCAH,NY,11901, 16 ,"$3,142,284","$60,958", 36 ," 12,195 ","$7,261,983,984","$102,062,641"," 27,172 ",,,
2030,NCAH,NY,11772, 43 ,"$11,945,489","$231,735", 107 ," 15,426 ","$4,583,973,997","$63,286,852"," 44,837 ",,,
2030,NCAH,NY,11937, 13 ,"$217,344","$4,216", 16 ," 14,865 ","$703,757,556","$13,651,939"," 15,398 ",,,
2030,NCAH,NY,11706, 542 ,"$156,202,078","$3,030,220"," 1,547 "," 18,692 ","$2,835,741,720","$54,830,019"," 62,543 ",,,
2030,NCAH,NY,11718, 2 ,"$322,119","$6,249", 5 ," 1,201 ","$225,601,149","$4,376,429"," 3,103 ",,,
2030,NCAH,NY,11572, 49 ,"$15,283,300","$480,183", 134 ," 10,704 ","$4,214,903,221","$132,012,269"," 30,574 ",,,
2030,NCAH,NY,11952, 36 ,"$33,204,398","$644,144", 62 ," 3,286 ","$1,970,907,473","$30,383,857"," 4,637 ",,,
2030,NCAH,NY,11959, 25 ,"$336,492,094","$6,527,731", 16 ," 1,745 ","$10,060,050,967","$195,154,929", 939 ,,,
2030,NCAH,NY,11701, 235 ,"$3,493,863","$67,779", 631 ," 8,428 ","$128,105,756","$2,552,283"," 27,109 ",,,
2030,NCAH,NY,11768, 6 ,"$137,826","$2,674", 16 ," 8,890 ","$1,294,566,450","$18,981,604"," 21,902 ",,,
2030,NCAH,NY,11510, 144 ,"$43,949,070","$1,598,022", 427 ," 10,437 ","$3,471,707,562","$117,624,698"," 33,048 ",,,
2030,NCAH,NY,11559, 16 ,"$6,913,280","$150,773", 46 ," 2,626 ","$1,970,732,180","$42,165,533"," 8,176 ",,,
2030,NCAH,NY,11757, 579 ,"$9,183,943","$178,163"," 1,643 "," 14,871 ","$314,475,316","$6,100,507"," 45,700 ",,,
2030,NCAH,NY,10543, 3 ,"$6,112,000","$106,982", 7 ," 5,839 ","$5,116,293,138","$68,948,968"," 20,135 ",,,
2030,NCAH,NY,11693, 283 ,"$93,952,840","$660,078", 638 ," 2,412 ","$909,202,566","$7,977,088"," 11,916 ",,,
2030,NCAH,NY,10580, 5 ,"$643,680","$11,267", 13 ," 5,313 ","$428,902,242","$7,475,540"," 17,208 ",,,
2030,NCAH,NY,11940, 6 ,"$1,590,109","$30,847", 14 ," 3,182 ","$804,810,809","$13,383,072"," 5,210 ",,,
2030,NCAH,NY,11709, 1 ,"$519,600","$11,716", 2 ," 2,685 ","$1,231,017,986","$23,406,793"," 6,669 ",,,
2030,NCAH,NY,12015, 1 ,"$320,000","$5,048", 2 ," 2,386 ","$679,409,468","$4,823,412"," 3,010 ",,,
2030,NCAH,NY,11769, 39 ,"$7,184,108","$139,367", 87 ," 3,400 ","$564,175,641","$10,942,591"," 9,506 ",,,
2030,NCAH,NY,11963, 7 ,"$88,211,129","$1,711,239", 8 ," 6,414 ","$22,118,133,455","$429,069,458"," 6,622 ",,,
2030,NCAH,NY,11782, 83 ,"$34,378,543","$666,922", 184 ," 6,132 ","$1,277,697,265","$24,312,635"," 15,814 ",,,
2030,NCAH,NY,10533, 1 ,"$8,463,864","$148,147", 2 ," 2,281 ","$5,559,219,028","$97,308,526"," 7,322 ",,,
2030,NCAH,NC,27925, 514 ,"$35,296,124","$292,606", 938 ," 4,313 ","$273,739,928","$2,940,017"," 4,217 ",,,
2030,NCAH,NC,28425, 3 ,"$224,424","$2,599", 6 ," 6,489 ","$719,629,341","$6,094,650"," 10,906 ",,,
2030,NCAH,NC,28451, 11 ,"$1,490,860","$10,801", 24 ," 20,578 ","$3,415,672,902","$20,290,598"," 27,112 ",,,
2030,NCAH,NC,28445, 559 ,"$165,203,608","$1,210,268", 490 ," 10,711 ","$2,207,895,759","$16,603,594"," 5,676 ",,,
2030,NCAH,NC,28479, 1 ,"$586,450","$3,154", 2 ," 4,092 ","$623,857,965","$3,234,702"," 4,903 ",,,
2030,NCAH,NC,28560, 7 ,"$2,948,110","$25,107", 14 ," 17,931 ","$2,454,272,912","$16,237,725"," 28,921 ",,,
2030,NCAH,NC,27983, 5 ,"$320,943","$2,639", 10 ," 8,607 ","$639,934,129","$3,723,411"," 10,416 ",,,
2030,NCAH,NC,28562, 5 ,"$1,478,770","$12,757", 11 ," 20,127 ","$3,762,715,601","$29,418,694"," 36,176 ",,,
2030,NCAH,NC,28581, 3 ,"$1,102,915","$5,999", 4 , 236 ,"$30,018,198","$135,576", 214 ,,,
2030,NCAH,NC,28540, 12 ,"$1,776,190","$22,282", 30 ," 20,778 ","$3,077,257,432","$25,123,516"," 49,252 ",,,
2030,NCAH,NC,28575, 2 ,"$753,133","$3,057", 0 ," 1,259 ","$426,634,977","$1,359,510", 316 ,,,
2030,NCAH,NC,28462, 142 ,"$46,524,470","$241,154", 139 ," 21,019 ","$2,636,460,371","$12,903,465"," 11,680 ",,,
2030,NCAH,NC,28465, 56 ,"$16,441,190","$90,442", 42 ," 12,512 ","$2,618,711,454","$14,555,698"," 6,531 ",,,
2030,NCAH,NC,28422, 9 ,"$2,824,410","$15,366", 15 ," 11,477 ","$1,043,020,094","$4,524,014"," 6,641 ",,,
2030,NCAH,NC,28428, 292 ,"$79,365,400","$660,716", 296 ," 7,919 ","$1,780,293,815","$13,829,483"," 6,033 ",,,
2030,NCAH,NC,28435, 2 ,"$714,902","$5,769", 4 ," 1,818 ","$139,234,115","$1,209,232"," 2,490 ",,,
2030,NCAH,NC,27944, 28 ,"$6,079,900","$38,605", 53 ," 9,996 ","$738,687,193","$4,684,323"," 11,909 ",,,
2030,NCAH,NC,28457, 8 ,"$1,129,088","$11,637", 20 ," 5,653 ","$582,655,886","$5,204,465"," 9,905 ",,,
2030,NCAH,NC,27956, 36 ,"$8,096,700","$40,843", 84 , 199 ,"$38,590,400","$147,056", 340 ,,,
2030,NCAH,NC,27889, 49 ,"$14,295,028","$78,833", 104 ," 12,777 ","$1,877,476,936","$8,796,168"," 27,468 ",,,
2030,NCAH,NC,27810, 199 ,"$25,470,604","$173,004", 315 ," 2,946 ","$346,691,792","$1,753,209"," 4,377 ",,,
2030,NCAH,NC,27824, 473 ,"$76,258,791","$525,640", 835 ," 2,056 ","$266,706,773","$1,684,481"," 1,476 ",,,
2030,NCAH,NC,27826, 106 ,"$7,140,481","$55,610", 182 , 591 ,"$69,077,087","$422,326"," 1,379 ",,,
2030,NCAH,NC,27885, 213 ,"$40,329,635","$275,379", 322 ," 1,704 ","$740,736,797","$3,312,820", 984 ,,,
2030,NCAH,NC,27948, 77 ,"$25,818,800","$165,379", 93 ," 11,852 ","$3,160,112,890","$21,792,150"," 10,862 ",,,
2030,NCAH,NC,27923, 27 ,"$7,573,900","$38,947", 49 , 533 ,"$83,843,400","$385,482", 598 ,,,
2030,NCAH,NC,27929, 80 ,"$18,234,400","$96,631", 174 , 928 ,"$215,578,300","$960,810"," 1,166 ",,,
2030,NCAH,NC,27936, 23 ,"$5,925,500","$34,706", 23 ," 1,803 ","$367,256,800","$2,036,621"," 1,091 ",,,
2030,NCAH,NC,27943, 90 ,"$24,489,700","$162,730", 51 ," 1,540 ","$645,099,500","$2,437,916", 504 ,,,
2030,NCAH,NC,28512, 165 ,"$60,840,703","$191,459", 67 ," 7,414 ","$2,539,298,488","$7,586,569"," 2,896 ",,,
2030,NCAH,NC,27909, 210 ,"$26,490,900","$226,869", 468 ," 20,908 ","$3,202,846,066","$15,785,154"," 40,699 ",,,
2030,NCAH,NC,28553, 10 ,"$2,495,932","$13,333", 13 , 510 ,"$67,602,028","$351,729", 454 ,,,
2030,NCAH,NC,27941, 4 ,"$524,600","$2,989", 8 , 433 ,"$82,576,800","$381,578", 536 ,,,
2030,NCAH,NC,27965, 1 ,"$79,500",$496, 2 , 400 ,"$65,240,000","$255,921", 527 ,,,
2030,NCAH,NC,27949, 123 ,"$39,401,900","$264,337", 100 ," 10,900 ","$4,614,841,800","$29,286,096"," 6,947 ",,,
2030,NCAH,NC,27806, 28 ,"$7,941,137","$54,158", 42 ," 2,313 ","$178,382,459","$719,373"," 2,331 ",,,
2030,NCAH,NC,27917, 81 ,"$12,727,700","$67,174", 183 , 400 ,"$117,886,900","$266,030", 833 ,,,
2030,NCAH,NC,28585, 1 ,"$11,465",$86, 2 ," 3,185 ","$280,119,534","$1,253,432"," 3,942 ",,,
2030,NCAH,NC,27968, 36 ,"$10,436,400","$70,048", 16 , 801 ,"$250,581,300","$1,496,230", 298 ,,,
2030,NCAH,NC,28528, 1 ,"$145,587",$853, 2 , 554 ,"$69,340,975","$366,851", 644 ,,,
2030,NCAH,NC,27915, 70 ,"$18,347,100","$107,386", 33 ," 2,396 ","$921,323,900","$5,271,039", 777 ,,,
2030,NCAH,NC,27981, 33 ,"$6,777,000","$39,528", 68 ," 1,104 ","$169,867,900","$701,727"," 1,643 ",,,
2030,NCAH,NC,28411, 5 ,"$1,424,914","$9,452", 11 ," 16,061 ","$4,862,933,643","$32,169,133"," 31,962 ",,,
2030,NCAH,NC,28577, 4 ,"$1,239,652","$6,986", 5 , 454 ,"$46,409,374","$234,628", 522 ,,,
2030,NCAH,NC,27954, 78 ,"$25,150,900","$166,908", 135 ," 5,063 ","$1,529,307,846","$7,644,302"," 6,111 ",,,
2030,NCAH,NC,28556, 17 ,"$3,948,757","$26,686", 24 ," 1,243 ","$140,703,084","$938,384", 963 ,,,
2030,NCAH,NC,27974, 20 ,"$3,022,565","$20,808", 43 ," 1,367 ","$87,173,096","$670,813"," 1,285 ",,,
2030,NCAH,NC,27875, 77 ,"$6,851,787","$47,333", 139 , 945 ,"$113,677,893","$645,159", 517 ,,,
2030,NCAH,NC,28557, 65 ,"$15,905,446","$53,325", 115 ," 9,050 ","$2,455,731,381","$8,146,620"," 14,429 ",,,
2030,NCAH,NC,27958, 305 ,"$64,034,700","$330,632", 796 ," 5,463 ","$1,101,848,500","$5,051,633"," 10,144 ",,,
2030,NCAH,NC,28468, 21 ,"$11,927,440","$74,030", 16 ," 7,475 ","$1,622,914,780","$10,666,702"," 4,375 ",,,
2030,NCAH,NC,28467, 4 ,"$2,351,070","$11,325", 5 ," 10,419 ","$1,420,187,381","$7,940,678"," 8,703 ",,,
2030,NCAH,NC,28539, 2 ,"$697,160","$2,241", 5 ," 7,853 ","$1,032,506,016","$6,460,989"," 15,469 ",,,
2030,NCAH,NC,28515, 15 ,"$2,010,679","$13,890", 27 ," 2,081 ","$214,830,974","$1,595,125"," 2,915 ",,,
2030,NCAH,NC,27855, 1 ,"$29,345",$286, 2 ," 2,792 ","$245,941,246","$1,682,317"," 6,456 ",,,
2030,NCAH,NC,27964, 2 ,"$454,100","$2,566", 3 , 618 ,"$95,941,300","$424,371", 545 ,,,
2030,NCAH,NC,27978, 88 ,"$10,285,100","$63,969", 156 , 251 ,"$19,678,900","$107,962", 225 ,,,
2030,NCAH,NC,27927, 56 ,"$17,617,400","$89,641", 7 ," 8,182 ","$3,288,192,063","$17,180,939", 542 ,,,
2030,NCAH,NC,27962, 4 ,"$441,500","$3,576", 8 ," 4,222 ","$330,574,296","$2,678,627"," 7,792 ",,,
2030,NCAH,NC,27837, 1 ,"$9,224",$75, 2 ," 2,662 ","$347,633,644","$2,532,272"," 5,903 ",,,
2030,NCAH,NC,27938, 2 ,"$201,603","$1,435", 4 , 823 ,"$120,854,968","$554,619"," 1,505 ",,,
2030,NCAH,NC,27986, 9 ,"$571,259","$5,574", 16 , 845 ,"$123,211,431","$434,355"," 2,430 ",,,
2030,NCAH,NC,28401, 9 ,"$3,645,600","$39,262", 16 ," 11,440 ","$2,721,776,618","$18,975,946"," 22,094 ",,,
2030,NCAH,NC,28409, 33 ,"$13,211,500","$106,901", 78 ," 15,030 ","$3,788,942,000","$32,232,875"," 31,296 ",,,
2030,NCAH,NC,28443, 3 ,"$1,682,878","$15,188", 6 ," 12,700 ","$2,398,719,966","$20,450,961"," 17,512 ",,,
2030,NCAH,NC,28480, 16 ,"$12,934,100","$97,378", 14 ," 3,226 ","$2,450,351,038","$17,660,120"," 2,473 ",,,
2030,NCAH,NC,28405, 8 ,"$1,560,100","$17,286", 17 ," 14,602 ","$4,500,724,323","$38,254,280"," 29,152 ",,,
2030,NCAH,NC,28403, 7 ,"$1,504,000","$16,664", 12 ," 13,421 ","$4,575,231,670","$39,151,223"," 36,063 ",,,
2030,NCAH,NC,28412, 17 ,"$5,505,400","$41,036", 34 ," 15,623 ","$3,402,337,623","$26,150,005"," 35,573 ",,,
2030,NCAH,NC,28516, 214 ,"$59,583,340","$322,204", 355 ," 9,954 ","$1,942,405,024","$10,275,958"," 11,431 ",,,
2030,NCAH,NC,28570, 35 ,"$12,338,298","$54,969", 74 ," 12,104 ","$1,865,243,036","$7,915,141"," 21,432 ",,,
2030,NCAH,NC,28461, 35 ,"$24,250,980","$233,605", 52 ," 23,200 ","$4,632,080,289","$32,554,613"," 16,126 ",,,
2030,NCAH,NC,28552, 60 ,"$3,590,647","$24,339", 79 , 355 ,"$15,191,438","$102,120", 254 ,,,
